Controlled by,LABEL,question,answer,context
BST,,How many attempted incidents of corruption were there in the reporting period?,one," of corruptionand actions takenOn the level of NLB Group, there was one attempted incident of corruption in NLBin the reporting period. Th"
BST,,"Tax GRI 3 Material 3-3 Management of material topics See chapter Tax Transparency in the Sustainability Report, page 42 GRI 207 Tax 2019 207-1 Approach to what?",tax,"he Sustainability Report, page 42GRI 207 Tax 2019 207-1 Approach to tax See chapter Tax Transparency in the Sustainability Report, page 4220"
BST,,How many pages are in the Chapter NLB Groups Operational Environmental Impact in the Sustainability Report?,482,"s Operational Environmental Impact in the SustainabilityReport, page 482. See Appendix 5 Overview of sustainability  related policies in NLB"
BST,,How many pages are in the Appendix 5?,392,"ee Chapter Respecting human rights in the Sustainability Report, page 392. See Appendix 5 Overview of sustainability  related policies in NLB"
BST,,"What does the NLB Group at a Glance Sustainability Strategy Governance Governance Sustainable Operations Sustainable Finance and Risk Management Metrics and Targets Contribution to Society Appendices Contents Supplier social assessment GRI 3 Material 3-3 Management of material topics 1 See chapter Environmental, social and human resources policies in the Sustainability Report, page 1 of what?",372,"ocial and human resources policies in the SustainabilityReport, page 372. See chapter Responsible procurement  supply chainmanagement the Su"
BST,,"What is NLB Group at a Glance Sustainability Strategy Governance Sustainable Operations Sustainable Finance and Risk Management Metrics and Targets Contribution to Society Appendices Contents Recommendations Summary of disclosure Disclosure location Chapter, page and extensive report Disclosure level III RISK MANAGEMENT Disclose how the organization identifies, assesses, and manages climate-related risks?",III,"closure location Chapter,page and extensive reportDisclosurelevelIII. RISK MANAGEMENTDisclose how the organization identifies, assesses, "
BST,OK,How much of a reduction in paper print will be achieved by 2025?,50%,50% reduction of paper print by 202575% of all electric energy from zer
BST,OK,How many countries does Slovenia have subsidiaries in?,six,"king groups. The Group is presentin a market of 17 million people in six countries Bosniaand Herzegovina, Montenegro, Serbia, the Republic o"
BST,OK,How many main countries of operation are there?,six," activities consumer, business, corporate, andinvestment banking six main countries of operation Slovenia, Bosnia andHerzegovina, North "
BST,OK,How many countries does the NLB Group operate in?,six,eed levelsfor all 22 impact areas defined by the UNEP FI tool in all sixcountries of the NLBGroup operations based on the data collected on 
BST,OK,How many stakeholders did the materiality analysis work with?,six,"nted a materiality analysis, whichidentified and closely worked with six main stakeholdersinvestors, employees, private clients, regulatory "
BST,,How many impact areas are there?,two,argetsContribution toSocietyAppendicesContentsd For these min. two prioritized impact areas Performancemeasurement Has your bank ide
BST,,What is the CEO Statement Key Highlights 2022 About This Report NLB Group at a Glance Sustainability Strategy Governance Sustainable Operations Sustainable Finance and Risk Management Metrics and Targets Contribution to Society Appendices Contents Target Setting Key Step 2 Show that your bank has set and published a minimum of how many targets?,two,g Key Step 2Show that your bank has set and published a minimum of twotargets which address at least two different areas of mostsignifican
BST,,How many different areas of most significant impact did you identify in your impact analysis?,two,has set and published a minimum of twotargets which address at least two different areas of mostsignificant impact that you identified in you
BST,,How many of the five strategic objectives are for low emission development GS reduction and three for adaptation to climate change?,two,"ion PlanOn Climate Change 2019- 2021 sets five strategic objectives,two for low emission development GS reduction and three foradaptation "
BST,,How many of our impact areas do most public references focus on?,two,"Currently, most public references focus on two of ourimpact areas, namely Climate and Resource efficiency, andless"
BST,OK,How many advisors does NLB have?,733,"covers 733 advisors, 53% bank advisors and 47% financialadvisors. All advisors "
BST,OK,How much will NLB reduce the number of paper prints in its operations by 2025 compared to 2019?,50%,BGroup will decreasethe number ofpaper prints in itsoperations by 50%comparedto 2019.Number of printsinclusive healthyeconomiesBy 2
BST,OK,"By 2025, NLB Group will decrease the number of paper prints in its operations by what percentage compared to 2019?",50%,B Group will decrease the number of paperprints in its operations by 50% compared to 2019.- introduction of digital signatures and digital to
BST,,How many clients attended these events in 2022?,480,"In 2022, 480 clients attended these events. Inaddition, intensive training on sus"
BST,OK,How much of the electricity used by NLB Group is purchased from zero-carbon energy sources?,70%,"m zero-carbonsources.At the end of 2022, we are already approaching 70% of allelectricity used by NLB Group purchased from zero-carbonenerg"
BST,OK,"By 2025, NLB Group will decrease the number of paper prints in its operations by what percentage compared to 2019?",50%,B Group willdecrease the number of paperprints in its operations by 50%compared to 2019NLB Group has decreased paper prints in 2022 by 43%
BST,,Does your bank have a governance system in place that incorporates the PRB?,Yes,"our bank have a governance system in place thatincorporates the PRB?YesIn progressNoPlease describe the relevant governance structures, po"
BST,,How many months of the year did we start with short internal workshops on sustainability standards and procedures?,two,"workshopsregarding sustainability project financing, and in the last twomonths of the year, we started with short internal workshopson susta"
BST,,In what year will the Sustainability Report 2022 be released?,GRI,GRISASBCDPIFRS Sustainability Disclosure Standards to be publishedTC
BST,,What are the regulations governing the provision of investment services?,MAR,"etent supervisory authorities, in accordance with the requirements of MAR and the regulations governing the provisionof investment services.N"
BST,,How many tiers does the NLB policy describe?,two,ons for handling complaints in NLBThe policy contains description of two-tier customer complaint resolution system and selected institutions r
BST,,When will many of our milestones be completed?,2022,"f measures and milestones, many of which we successfullycompleted in 2022.In the past year we have taken significant steps forward withinthe "
